date	crude
05/16/06	69.17
05/17/06	68.07
05/18/06	67.43
05/19/06	66.64
05/22/06	67.03
05/23/06	69.46
05/24/06	68.87
05/25/06	68.53
05/26/06	69.86
05/29/06	69.86
05/30/06	69.84
05/31/06	67.61
06/01/06	68.84
06/02/06	68.41
06/05/06	69.01
06/06/06	68.12
06/07/06	68.02
06/08/06	67.18
06/09/06	69.25
06/12/06	68.06
06/13/06	65.53
06/14/06	65.58
06/15/06	66.18
06/16/06	65.52
06/19/06	66.37
06/20/06	67.54
06/21/06	68.19
06/22/06	69.81
06/23/06	70
06/26/06	69.92
06/27/06	71.37
06/28/06	71.92
06/29/06	73.18
06/30/06	73.19
07/03/06	73.95
07/04/06	72.64
07/05/06	72.77
07/06/06	73.11
07/07/06	74.22
07/10/06	72.27
07/11/06	73.23
07/12/06	73.04
07/13/06	75.46
07/14/06	76.14
07/17/06	75.13
07/18/06	74.82
07/19/06	71.61
07/20/06	72.74
07/21/06	72.9
07/24/06	72.41
07/25/06	72.97
07/26/06	74.22
07/27/06	75.34
07/28/06	73.89
07/31/06	74.47
08/01/06	76.33
08/02/06	77.48
08/03/06	76.37
08/04/06	76.66
08/07/06	78.02
08/08/06	78.74
08/09/06	78.33
08/10/06	76.05
08/11/06	75.37
08/14/06	73.54
08/15/06	73.54
08/16/06	72.75
08/17/06	71.2
08/18/06	71.48
08/21/06	72.14
08/22/06	72.06
08/23/06	70.89
08/24/06	71.05
08/25/06	71.82
08/28/06	68.31
08/29/06	67.17
08/30/06	66.43
08/31/06	67.53
09/01/06	67.26
09/04/06	65.42
09/05/06	65.89
09/06/06	65.47
09/07/06	65.02
09/08/06	64.52
09/11/06	62.57
09/12/06	62.41
09/13/06	62.22
09/14/06	61.97
09/15/06	60.5
09/18/06	61.52
09/19/06	62.57
09/20/06	59.04
09/21/06	59.33
09/22/06	58.64
09/25/06	57.56
09/26/06	58.39
09/27/06	57.59
09/28/06	60.74
09/29/06	59.11
10/02/06	59.15
10/03/06	56.58
10/04/06	56.36
10/05/06	57.96
10/06/06	57.04
10/09/06	59.21
10/10/06	57.88
10/11/06	57.93
10/12/06	58
10/13/06	59.05
10/16/06	58.61
10/17/06	59.39
10/18/06	58.53
10/19/06	57.79
10/20/06	57.89
10/23/06	55.83
10/24/06	57.19
10/25/06	58.62
10/26/06	58.88
10/27/06	58.14
10/30/06	56.3
10/31/06	55.78
11/01/06	56
11/02/06	56.14
11/03/06	56.45
11/06/06	57.04
11/07/06	57.62
11/08/06	58.28
11/09/06	59.83
11/10/06	59.07
11/13/06	56.87
11/14/06	58.65
11/15/06	58.95
11/16/06	59.55
11/17/06	57.01
11/20/06	57.98
11/21/06	59.49
11/22/06	59.04
11/23/06	59.68
11/24/06	60.74
11/27/06	60.01
11/28/06	61.11
11/29/06	62.39
11/30/06	64.37
12/01/06	64.64
12/04/06	63.88
12/05/06	63.74
12/06/06	63.77
12/07/06	62.98
12/08/06	64.05
12/11/06	62.65
12/12/06	62.69
12/13/06	61.89
12/14/06	62.37
12/15/06	62.71
12/18/06	62.38
12/19/06	61.92
12/20/06	63.12
12/21/06	61.95
12/22/06	62.33
12/25/06	62.33
12/26/06	59.99
12/27/06	59.86
12/28/06	59.48
12/29/06	58.99
01/01/07	58.99
01/02/07	58.63
01/03/07	56.74
01/04/07	54.46
01/05/07	52.72
01/08/07	52.87
01/09/07	52.4
01/10/07	52.1
01/11/07	51.89
01/12/07	50.56
01/15/07	52.48
01/16/07	51.04
01/17/07	50.64
01/18/07	50.86
01/19/07	52.35
01/22/07	54.3
01/23/07	53.88
01/24/07	55.14
01/25/07	55.78
01/26/07	55.32
01/29/07	54.77
01/30/07	54.72
01/31/07	56.53
02/01/07	56.96
02/02/07	56.75
02/05/07	58.3
02/06/07	57.55
02/07/07	57.5
02/08/07	55.99
02/09/07	57.2
02/12/07	55.38
02/13/07	55.95
02/14/07	55.44
02/15/07	54.8
02/16/07	56.9
02/19/07	57.04
02/20/07	56.3
02/21/07	57.93
02/22/07	59.09
02/23/07	60.01
02/26/07	59.77
02/27/07	60.32
02/28/07	59.78
03/01/07	61.66
03/02/07	61.9
03/05/07	60.14
03/06/07	59.55
03/07/07	61.15
03/08/07	60.89
03/09/07	60.97
03/12/07	60.73
03/13/07	62.02
03/14/07	60.91
03/15/07	60.39
03/16/07	61.03
03/19/07	60.62
03/20/07	59.63
03/21/07	60.62
03/22/07	62.11
03/23/07	63.44
03/26/07	64.25
03/27/07	64
03/28/07	66.19
03/29/07	67.25
03/30/07	68.7
04/02/07	69.4
04/03/07	68.1
04/04/07	68.59
04/05/07	68.48
04/06/07	68.48
04/09/07	68.73
04/10/07	67.02
04/11/07	67.99
04/12/07	67.81
04/13/07	68.84
04/16/07	67.11
04/17/07	66.64
04/18/07	64.96
04/19/07	66.1
04/20/07	66.09
04/23/07	67.2
04/24/07	67.58
04/25/07	67.48
04/26/07	67.6
04/27/07	67.02
04/30/07	66.97
05/01/07	67.41
05/02/07	65.29
05/03/07	64.39
05/04/07	64.94
05/07/07	62.59
05/08/07	63.64
05/09/07	63.53
05/10/07	64.62
05/11/07	65.59
05/14/07	66.01
05/15/07	66.73
05/16/07	67.76
05/17/07	69.3
05/18/07	69.3
05/21/07	69.8
05/22/07	70.35
05/23/07	71.19
05/24/07	71.99
05/25/07	70.5
05/28/07	70.5
05/29/07	69.22
05/30/07	67.7
05/31/07	68.15
06/01/07	68.77
06/04/07	71.19
06/05/07	71.3
06/06/07	71.54
06/07/07	72.43
06/08/07	70.02
06/11/07	68.97
06/12/07	68.75
06/13/07	69.67
06/14/07	71.18
06/15/07	71.83
06/18/07	72.13
06/19/07	72.77
06/20/07	71.06
06/21/07	72.18
06/22/07	72.44
06/25/07	71.25
06/26/07	71.49
06/27/07	72
06/28/07	72.37
06/29/07	72.67
07/02/07	72.84
07/03/07	74.19
07/04/07	74.57
07/05/07	75.85
07/06/07	77.44
07/09/07	77.6
07/10/07	77.83
07/11/07	77.45
07/12/07	78.37
07/13/07	78.82
07/16/07	78.71
07/17/07	77.95
07/18/07	78.01
07/19/07	78.53
07/20/07	78.98
07/23/07	77.97
07/24/07	75.89
07/25/07	75.24
07/26/07	77.46
07/27/07	76.7
07/30/07	76.22
07/31/07	77.05
08/01/07	76.91
08/02/07	76.09
08/03/07	75.36
08/06/07	72.6
08/07/07	70.76
08/08/07	70.71
08/09/07	70.02
08/10/07	69.6
08/13/07	71.33
08/14/07	69.25
08/15/07	71.26
08/16/07	68.76
08/17/07	69.58
08/20/07	68.46
08/21/07	67.91
08/22/07	67.4
08/23/07	68.83
08/24/07	69.63
08/27/07	68.55
08/28/07	69.71
08/29/07	70.64
08/30/07	71.46
08/31/07	72.39
09/03/07	73.81
09/04/07	74.71
09/05/07	74.52
09/06/07	75.65
09/07/07	75.1
09/10/07	74.82
09/11/07	76.16
09/12/07	77.15
09/13/07	77.43
09/14/07	77.85
09/17/07	76.96
09/18/07	77
09/19/07	77.95
09/20/07	77.56
09/21/07	79.18
09/24/07	77.9
09/25/07	76.86
09/26/07	76.54
09/27/07	78.98
09/28/07	80.99
10/01/07	78.24
10/02/07	76.91
10/03/07	78.25
10/04/07	77.66
10/05/07	78.93
10/08/07	77.18
10/09/07	77.75
10/10/07	77.78
10/11/07	80.85
10/12/07	80.81
10/15/07	82.63
10/16/07	84.48
10/17/07	85.26
10/18/07	84.96
10/19/07	84.35
10/22/07	82.79
10/23/07	82.33
10/24/07	83.47
10/25/07	85.33
10/26/07	87.93
10/29/07	89.89
10/30/07	88.57
10/31/07	90.38
11/01/07	90.85
11/02/07	91.95
11/05/07	92.14
11/06/07	94.09
11/07/07	94.67
11/08/07	95.03
11/09/07	93.21
11/12/07	91.56
11/13/07	88.96
11/14/07	90.71
11/15/07	90.26
11/16/07	91.43
11/19/07	91.55
11/20/07	94.23
11/21/07	94.88
11/22/07	94.57
11/23/07	95.35
11/26/07	95.36
11/27/07	93.95
11/28/07	91.72
11/29/07	91.99
11/30/07	88.46
12/03/07	87.96
12/04/07	89.8
12/05/07	90.29
12/06/07	88.38
12/07/07	88.43
12/10/07	88.01
12/11/07	87.95
12/12/07	91.63
12/13/07	92.46
12/14/07	91.86
12/17/07	90.31
12/18/07	90.69
12/19/07	91.16
12/20/07	91.35
12/21/07	91.57
12/24/07	92.09
12/25/07	92.09
12/26/07	94.65
12/27/07	95.79
12/28/07	95.92
12/31/07	93.72
01/01/08	93.72
01/02/08	96.82
01/03/08	98.35
01/04/08	96.78
01/07/08	94.18
01/08/08	96.38
01/09/08	96.78
01/10/08	92.62
01/11/08	91.21
01/14/08	92.74
01/15/08	90.87
01/16/08	88.45
01/17/08	88.99
01/18/08	89.71
01/21/08	87.84
01/22/08	87.82
01/23/08	87.51
01/24/08	87.67
01/25/08	91.03
01/28/08	90.98
01/29/08	92.58
01/30/08	92.78
01/31/08	91.61
02/01/08	91.26
02/04/08	91.07
02/05/08	89.6
02/06/08	88.82
02/07/08	88.2
02/08/08	91.27
02/11/08	94.59
02/12/08	94.39
02/13/08	93.87
02/14/08	95.94
02/15/08	96.73
02/18/08	95.23
02/19/08	96.84
02/20/08	97.82
02/21/08	97.56
02/22/08	96.19
02/25/08	97.53
02/26/08	98.56
02/27/08	98.66
02/28/08	99.93
02/29/08	100.79
03/03/08	102.28
03/04/08	98.58
03/05/08	101.19
03/06/08	103.38
03/07/08	104.98
03/10/08	105.93
03/11/08	107.3
03/12/08	107.86
03/13/08	108.37
03/14/08	108.39
03/17/08	103.71
03/18/08	105.58
03/19/08	102.72
03/20/08	99.55
03/21/08	99.55
03/24/08	100.16
03/25/08	99.91
03/26/08	103.12
03/27/08	103.79
03/28/08	102.37
03/31/08	102.69
04/01/08	98.97
04/02/08	99.01
04/03/08	102.94
04/04/08	102.3
04/07/08	105.73
04/08/08	104.82
04/09/08	107.05
04/10/08	107.1
04/11/08	107.46
04/14/08	108.54
04/15/08	110.63
04/16/08	110.55
04/17/08	110.58
04/18/08	110.9
04/21/08	111.19
04/22/08	113.68
04/23/08	115.21
04/24/08	114.85
04/25/08	116.62
04/28/08	115.96
04/29/08	113.63
04/30/08	110
05/01/08	107.42
05/02/08	111.93
05/05/08	116.2
05/06/08	119.54
05/07/08	119.48
05/08/08	119.63
05/09/08	122.92
05/12/08	122.43
05/13/08	122.46
05/14/08	121.13
05/15/08	122.76
05/16/08	122.89
05/19/08	121.93
05/20/08	124.11
05/21/08	127.8
05/22/08	129.22
05/23/08	129.88
05/26/08	129.88
05/27/08	129.18
05/28/08	128.91
05/29/08	129.34
05/30/08	127.88
06/02/08	128.27
06/03/08	125.68
06/04/08	122.1
06/05/08	122.79
06/06/08	133.34
06/09/08	135.23
06/10/08	134.99
06/11/08	133.85
06/12/08	131.76
06/13/08	133.72
06/16/08	134.01
06/17/08	131.43
06/18/08	130.03
06/19/08	131.61
06/20/08	134.21
06/23/08	135.22
06/24/08	135.58
06/25/08	131.66
06/26/08	136.87
06/27/08	138.69
06/30/08	138.54
07/01/08	140.52
07/02/08	141.57
07/03/08	144.07
07/04/08	142.79
07/07/08	139.55
07/08/08	134.11
07/09/08	134.21
07/10/08	136.09
07/11/08	143.77
07/14/08	142.41
07/15/08	136.71
07/16/08	133.12
07/17/08	134.02
07/18/08	129.88
07/21/08	129.77
07/22/08	127.19
07/23/08	127.09
07/24/08	125.02
07/25/08	124.64
07/28/08	125.7
07/29/08	122.39
07/30/08	122.72
07/31/08	123.96
08/01/08	123.9
08/04/08	120.99
08/05/08	115.71
08/06/08	114.03
08/07/08	116.4
08/08/08	112.28
08/11/08	110.77
08/12/08	109.23
08/13/08	110.64
08/14/08	110.88
08/15/08	107.31
08/18/08	108.24
08/19/08	109.05
08/20/08	108.76
08/21/08	117.33
08/22/08	114.59
08/25/08	111.07
08/26/08	112.33
08/27/08	113.25
08/28/08	113.5
08/29/08	113.1
09/01/08	107.33
09/02/08	105.31
09/03/08	104.53
09/04/08	103.32
09/05/08	102.14
09/08/08	101.42
09/09/08	99.16
09/10/08	96.37
09/11/08	96.38
09/12/08	96.58
09/15/08	90.82
09/16/08	86.62
09/17/08	86.91
09/18/08	91.24
09/19/08	93.62
09/22/08	100.76
09/23/08	101.94
09/24/08	102.29
09/25/08	100.52
09/26/08	100.97
09/29/08	95.94
09/30/08	93.69
10/01/08	92.5
10/02/08	89.81
10/03/08	89.39
10/06/08	84.77
10/07/08	83.06
10/08/08	80.57
10/09/08	81.61
10/10/08	74.41
10/13/08	74.52
10/14/08	75.2
10/15/08	69.28
10/16/08	64.41
10/17/08	66.15
10/20/08	67.18
10/21/08	66.56
10/22/08	63.71
10/23/08	65.45
10/24/08	60.67
10/27/08	59.53
10/28/08	58.98
10/29/08	64.22
10/30/08	60.87
10/31/08	60.38
11/03/08	60.71
11/04/08	63.2
11/05/08	61.24
11/06/08	55.99
11/07/08	56.63
11/10/08	56.5
11/11/08	54.09
11/12/08	52.07
11/13/08	51.08
11/14/08	50.95
11/17/08	51.41
11/18/08	49.64
11/19/08	49.01
11/20/08	46.67
11/21/08	45.23
11/24/08	49.95
11/25/08	48.06
11/26/08	49.99
11/27/08	50.66
11/28/08	48.55
12/01/08	46.3
12/02/08	44.2
12/03/08	43.04
12/04/08	42.14
12/05/08	37.26
12/08/08	40.31
12/09/08	40.27
12/10/08	39.7
12/11/08	43.91
12/12/08	42.77
12/15/08	45.88
12/16/08	42.73
12/17/08	42.08
12/18/08	40.61
12/19/08	39.87
12/22/08	38.63
12/23/08	35.61
12/24/08	33.58
12/25/08	33.58
12/26/08	33.58
12/29/08	35.6
12/30/08	37.09
12/31/08	37.09
01/01/09	37.09
01/02/09	39.95
01/05/09	45.81
01/06/09	48.86
01/07/09	46.11
01/08/09	42.79
01/09/09	42.25
01/12/09	41
01/13/09	43.59
01/14/09	43.28
01/15/09	43.87
01/16/09	45.21
01/19/09	42.42
01/20/09	43.67
01/21/09	42.62
01/22/09	42.83
01/23/09	43.21
01/26/09	47.5
01/27/09	42.14
01/28/09	42.49
01/29/09	43.25
01/30/09	44.33
02/02/09	42.11
02/03/09	43.63
02/04/09	43.73
02/05/09	43.64
02/06/09	44.25
02/09/09	47.21
02/10/09	46.06
02/11/09	44.54
02/12/09	43.96
02/13/09	44.12
02/16/09	43.04
02/17/09	40.88
02/18/09	39.85
02/19/09	40.49
02/20/09	39.93
02/23/09	41.33
02/24/09	40.23
02/25/09	42.34
02/26/09	45.29
02/27/09	44.41
03/02/09	43.04
03/03/09	42.83
03/04/09	46.38
03/05/09	44.35
03/06/09	43
03/09/09	44.27
03/10/09	44.69
03/11/09	43.03
03/12/09	42.31
03/13/09	44.94
03/16/09	43.94
03/17/09	45.63
03/18/09	45.35
03/19/09	48.14
03/20/09	49.62
03/23/09	51.95
03/24/09	51.38
03/25/09	51.09
03/26/09	51.61
03/27/09	50.23
03/30/09	48.38
03/31/09	46.37
04/01/09	46.67
04/02/09	51.17
04/03/09	50.91
04/06/09	51.2
04/07/09	51.13
04/08/09	52.16
04/09/09	52.48
04/10/09	52.48
04/13/09	50.78
04/14/09	51.81
04/15/09	51.24
04/16/09	52.14
04/17/09	52.34
04/20/09	49.13
04/21/09	48.52
04/22/09	48.33
04/23/09	48.59
04/24/09	50.61
04/27/09	49.31
04/28/09	48.81
04/29/09	50.35
04/30/09	50.54
05/01/09	51.86
05/04/09	53.21
05/05/09	52.96
05/06/09	54.38
05/07/09	55.86
05/08/09	56.12
05/11/09	56.2
05/12/09	56.81
05/13/09	57.48
05/14/09	56.1
05/15/09	56.4
05/18/09	56.5
05/19/09	57.08
05/20/09	58.96
05/21/09	58.02
05/22/09	58.5
05/25/09	58.5
05/26/09	59.27
05/27/09	61.28
05/28/09	63.39
05/29/09	64.84
06/01/09	66.68
06/02/09	67.61
06/03/09	65.97
06/04/09	67.76
06/05/09	67.69
06/08/09	67.62
06/09/09	68.8
06/10/09	70.41
06/11/09	71.24
06/12/09	70.11
06/15/09	68.49
06/16/09	70.55
06/17/09	68.9
06/18/09	70.19
06/19/09	70.59
06/22/09	65.86
06/23/09	66.24
06/24/09	68.04
06/25/09	68.53
06/26/09	68.11
06/29/09	69.66
06/30/09	68.14
07/01/09	68.57
07/02/09	66.03
07/03/09	65.15
07/06/09	63.05
07/07/09	61.99
07/08/09	60.1
07/09/09	59.15
07/10/09	58.48
07/13/09	58.75
07/14/09	60.45
07/15/09	61.41
07/16/09	61.96
07/17/09	63.54
07/20/09	64.86
07/21/09	66.11
07/22/09	65.59
07/23/09	67.94
07/24/09	68.85
07/27/09	70.01
07/28/09	68.8
07/29/09	66.08
07/30/09	69
07/31/09	70.04
08/03/09	73.2
08/04/09	73.82
08/05/09	74.42
08/06/09	74.69
08/07/09	74.31
08/10/09	73.69
08/11/09	71.6
08/12/09	72.76
08/13/09	73.69
08/14/09	71.18
08/17/09	68.74
08/18/09	70.48
08/19/09	73.14
08/20/09	73.82
08/21/09	73.65
08/24/09	74.3
08/25/09	72.94
08/26/09	70.64
08/27/09	70.76
08/28/09	73
08/31/09	69.12
09/01/09	68.76
09/02/09	67.61
09/03/09	66.67
09/04/09	65.77
09/07/09	66.39
09/08/09	69.24
09/09/09	69.97
09/10/09	68.89
09/11/09	68.56
09/14/09	66.59
09/15/09	66.3
09/16/09	68.53
09/17/09	70.73
09/18/09	70.2
09/21/09	68.09
09/22/09	69.66
09/23/09	67.46
09/24/09	64.95
09/25/09	64.62
09/28/09	65.18
09/29/09	64.32
09/30/09	65.72
10/01/09	67.24
10/02/09	66.47
10/05/09	65.34
10/06/09	68.63
10/07/09	67.5
10/08/09	68.44
10/09/09	69.34
10/12/09	70.59
10/13/09	70.86
10/14/09	72.27
10/15/09	73.48
10/16/09	75.04
10/19/09	76.36
10/20/09	76.2
10/21/09	77.6
10/22/09	78.28
10/23/09	77.56
10/26/09	76.38
10/27/09	76.79
10/28/09	75.34
10/29/09	77.4
10/30/09	74.98
11/02/09	75.69
11/03/09	75.85
11/04/09	78.36
11/05/09	78.13
11/06/09	74.86
11/09/09	77.39
11/10/09	77.17
11/11/09	77.22
11/12/09	75.35
11/13/09	74.94
11/16/09	77.21
11/17/09	77.11
11/18/09	78.75
11/19/09	76.56
11/20/09	75.73
11/23/09	78.25
11/24/09	75.3
11/25/09	76.67
11/26/09	76.17
11/27/09	75.97
11/30/09	76.56
12/01/09	78.57
12/02/09	76.95
12/03/09	77.75
12/04/09	77.64
12/07/09	75.88
12/08/09	74.5
12/09/09	73.72
12/10/09	70.94
12/11/09	70.26
12/14/09	71.26
12/15/09	71.44
12/16/09	73.44
12/17/09	71.59
12/18/09	72.08
12/21/09	72.79
12/22/09	71.65
12/23/09	73.9
12/24/09	74.24
12/25/09	74.24
12/28/09	76.68
12/29/09	76.27
12/30/09	77.48
12/31/09	77.48
01/01/10	77.48
01/04/10	78.81
01/05/10	79.52
01/06/10	80.27
01/07/10	80.57
01/08/10	80.1
01/11/10	80.11
01/12/10	79.59
01/13/10	77.34
01/14/10	77.66
01/15/10	76.77
01/18/10	76.05
01/19/10	75.15
01/20/10	74.98
01/21/10	74.15
01/22/10	72.71
01/25/10	72.38
01/26/10	72.44
01/27/10	72.49
01/28/10	70.75
01/29/10	71.54
02/01/10	71.58
02/02/10	73.9
02/03/10	75.9
02/04/10	72.35
02/05/10	69.79
02/08/10	69.63
02/09/10	69.99
02/10/10	70.75
02/11/10	72.41
02/12/10	71.03
02/15/10	71.68
02/16/10	74.6
02/17/10	74.71
02/18/10	76.55
02/19/10	76.57
02/22/10	77.07
02/23/10	76.42
02/24/10	77.02
02/25/10	74.29
02/26/10	76.2
03/01/10	76.81
03/02/10	77.47
03/03/10	78.74
03/04/10	77.96
03/05/10	79.22
03/08/10	79.23
03/09/10	78.77
03/10/10	80.04
03/11/10	79.21
03/12/10	79.32
03/15/10	76.98
03/16/10	79.52
03/17/10	80.44
03/18/10	80.05
03/19/10	78
03/22/10	78.71
03/23/10	79.41
03/24/10	78.17
03/25/10	78.95
03/26/10	77.7
03/29/10	80.08
03/30/10	79.85
03/31/10	80.43
04/01/10	82.73
04/02/10	82.73
04/05/10	84.92
04/06/10	85.6
04/07/10	84.81
04/08/10	83.5
04/09/10	83.59
04/12/10	84.69
04/13/10	83.35
04/14/10	85.82
04/15/10	86.25
04/16/10	84.84
04/19/10	83.09
04/20/10	84.72
04/21/10	84.58
04/22/10	84.51
04/23/10	86.36
04/26/10	86.7
04/27/10	85.5
04/28/10	84.45
04/29/10	86.76
04/30/10	85.75
05/03/10	87.66
05/04/10	84.91
05/05/10	82.21
05/06/10	79.84
05/07/10	76.71
05/10/10	78.25
05/11/10	79.21
05/12/10	78.85
05/13/10	79.48
05/14/10	76.38
05/17/10	73.22
05/18/10	73.83
05/19/10	71.54
05/20/10	69.36
05/21/10	70.45
05/24/10	69.52
05/25/10	67.53
05/26/10	70.05
05/27/10	73.15
05/28/10	73.11
05/31/10	73.11
06/01/10	73.28
06/02/10	73.23
06/03/10	73.61
06/04/10	71.81
06/07/10	70.79
06/08/10	71.14
06/09/10	73.65
06/10/10	74.31
06/11/10	73.3
06/14/10	75.32
06/15/10	75.45
06/16/10	75.97
06/17/10	77.54
06/18/10	77.26
06/21/10	78.54
06/22/10	78.1
06/23/10	75.81
06/24/10	75.26
06/25/10	76.24
06/28/10	77.01
06/29/10	74.67
06/30/10	74.92
07/01/10	72.1
07/02/10	72.06
07/05/10	71.37
07/06/10	72.77
07/07/10	72.85
07/08/10	74.39
07/09/10	75.1
07/12/10	74.35
07/13/10	76.64
07/14/10	77.11
07/15/10	75.93
07/16/10	75.79
07/19/10	76.54
07/20/10	76.41
07/21/10	75.77
07/22/10	77.54
07/23/10	77.39
07/26/10	78.03
07/27/10	76.87
07/28/10	76.82
07/29/10	78.25
07/30/10	78.64
08/02/10	82.21
08/03/10	83.73
08/04/10	83.73
08/05/10	82.22
08/06/10	81.21
08/09/10	81.2
08/10/10	79.78
08/11/10	77.77
08/12/10	76.72
08/13/10	75.22
08/16/10	74.49
08/17/10	76.63
08/18/10	75.2
08/19/10	74.85
08/20/10	73.7
08/23/10	72.6
08/24/10	71.33
08/25/10	71.93
08/26/10	74.52
08/27/10	75.26
08/30/10	75.86
08/31/10	75.61
09/01/10	75.59
09/02/10	75.03
09/03/10	75.08
09/06/10	76.28
09/07/10	75.73
09/08/10	77.47
09/09/10	77.9
09/10/10	77.64
09/13/10	78.55
09/14/10	79.14
09/15/10	78.78
09/16/10	78.98
09/17/10	77.39
09/20/10	79.47
09/21/10	78.43
09/22/10	77.31
09/23/10	77.63
09/24/10	78.81
09/27/10	77.73
09/28/10	79.15
09/29/10	79.01
09/30/10	81.11
10/01/10	82.8
10/04/10	83.71
10/05/10	83.68
10/06/10	85.28
10/07/10	83.69
10/08/10	84.08
10/11/10	83.38
10/12/10	82.84
10/13/10	84.06
10/14/10	83.6
10/15/10	81.91
10/18/10	82.25
10/19/10	81.24
10/20/10	81.48
10/21/10	81.38
10/22/10	80.67
10/25/10	82.46
10/26/10	82.7
10/27/10	81.26
10/28/10	83.08
10/29/10	82.61
11/01/10	84.23
11/02/10	84.8
11/03/10	85.27
11/04/10	87.13
11/05/10	86.9
11/08/10	87.05
11/09/10	87.97
11/10/10	87.96
11/11/10	88.04
11/12/10	85.96
11/15/10	85.52
11/16/10	85.52
11/17/10	83.49
11/18/10	83.9
11/19/10	83.44
11/22/10	82.74
11/23/10	82.34
11/24/10	84.46
11/25/10	85.56
11/26/10	84.79
11/29/10	86.04
11/30/10	86.12
12/01/10	87.41
12/02/10	89.43
12/03/10	90.63
12/06/10	91.09
12/07/10	90.86
12/08/10	89.83
12/09/10	89.97
12/10/10	89.56
12/13/10	90.41
12/14/10	90.59
12/15/10	91.36
12/16/10	91.45
12/17/10	91.14
12/20/10	91.38
12/21/10	93.12
12/22/10	93.46
12/23/10	93.7
12/24/10	93.3
12/27/10	93.09
12/28/10	93.62
12/29/10	93.49
12/30/10	92.52
12/31/10	92.52
01/03/11	95.81
01/04/11	93.65
01/05/11	95.03
01/06/11	94.89
01/07/11	94.15
01/10/11	95
01/11/11	96.77
01/12/11	97.91
01/13/11	97.73
01/14/11	98.08
01/17/11	97.62
01/18/11	97.84
01/19/11	98.24
01/20/11	96.16
01/21/11	96.89
01/24/11	96.7
01/25/11	94.53
01/26/11	96.04
01/27/11	96.46
01/28/11	97.29
01/31/11	99.19
02/01/11	100.42
02/02/11	101.2
02/03/11	101.53
02/04/11	99.28
02/07/11	99.32
02/08/11	99.17
02/09/11	100.19
02/10/11	100.75
02/11/11	99.99
02/14/11	103.04
02/15/11	102.48
02/16/11	102.77
02/17/11	103.46
02/18/11	102.16
02/21/11	104.04
02/22/11	106.86
02/23/11	110.3
02/24/11	113.65
02/25/11	111.53
02/28/11	112.56
03/01/11	113.38
03/02/11	116.52
03/03/11	114.35
03/04/11	115.3
03/07/11	116.05
03/08/11	112.71
03/09/11	115.21
03/10/11	114
03/11/11	113.91
03/14/11	113.01
03/15/11	110.93
03/16/11	111.03
03/17/11	114.02
03/18/11	113.82
03/21/11	114.92
03/22/11	115.43
03/23/11	115.57
03/24/11	115.21
03/25/11	115.62
03/28/11	116.05
03/29/11	115.63
03/30/11	115.34
03/31/11	116.92
04/01/11	118.62
04/04/11	120.61
04/05/11	123.37
04/06/11	123.48
04/07/11	122.96
04/08/11	126.25
04/11/11	126.59
04/12/11	121.44
04/13/11	123.13
04/14/11	123.02
04/15/11	124.43
04/18/11	121.8
04/19/11	121.36
04/20/11	124.19
04/21/11	125.03
04/22/11	125.03
04/25/11	123.59
04/26/11	124.57
04/27/11	124.87
04/28/11	126.59
04/29/11	126.13
05/02/11	126.48
05/03/11	123.97
05/04/11	121.63
05/05/11	114.69
05/06/11	113.7
05/09/11	113.55
05/10/11	117.92
05/11/11	116.02
05/12/11	112.97
05/13/11	113.2
05/16/11	113.75
05/17/11	109.56
05/18/11	112.81
05/19/11	112.97
05/20/11	111.19
05/23/11	109.78
05/24/11	112.69
05/25/11	114.59
05/26/11	115.07
05/27/11	114.54
05/30/11	114.54
05/31/11	116.85
06/01/11	116.4
06/02/11	114.49
06/03/11	115.21
06/06/11	115.54
06/07/11	116.14
06/08/11	118.38
06/09/11	119.69
06/10/11	118.94
06/13/11	120.66
06/14/11	120.89
06/15/11	118.78
06/16/11	114.58
06/17/11	113.27
06/20/11	112.23
06/21/11	112
06/22/11	113.54
06/23/11	108.22
06/24/11	104.88
06/27/11	104.43
06/28/11	107.32
06/29/11	111.43
06/30/11	111.79
07/01/11	109.73
07/04/11	111.24
07/05/11	113.4
07/06/11	113.61
07/07/11	117.49
07/08/11	117.96
07/11/11	116.84
07/12/11	117.66
07/13/11	119.62
07/14/11	117.59
07/15/11	118.26
07/18/11	117.06
07/19/11	118.2
07/20/11	118.5
07/21/11	119.1
07/22/11	119.06
07/25/11	118.11
07/26/11	118.14
07/27/11	118.08
07/28/11	118.16
07/29/11	115.95
08/01/11	116.11
08/02/11	116.29
08/03/11	113.69
08/04/11	110.22
08/05/11	106.77
08/08/11	105.31
08/09/11	104.08
08/10/11	103.72
08/11/11	106.62
08/12/11	108.05
08/15/11	109.1
08/16/11	110.29
08/17/11	111.59
08/18/11	108.43
08/19/11	109.45
08/22/11	108.96
08/23/11	110.5
08/24/11	112.02
08/25/11	112.01
08/26/11	112.46
08/29/11	113.81
08/30/11	115.69
08/31/11	116.85
09/01/11	117.12
09/02/11	115.74
09/05/11	113.23
09/06/11	113.63
09/07/11	117.93
09/08/11	118.68
09/09/11	115.05
09/12/11	114.9
09/13/11	114.07
09/14/11	113.29
09/15/11	117.14
09/16/11	116.36
09/19/11	113.05
09/20/11	114.8
09/21/11	115.84
09/22/11	109.99
09/23/11	109.08
09/26/11	107.28
09/27/11	109.19
09/28/11	108.62
