lpalm	lcrude_brent	lcrude_wti	lcrude_dubai	lrubber
7.029972912	4.424127811	4.402441819	4.421247348	6.050935563
7.018849326	4.440177611	4.429267981	4.415944853	6.031382133
7.073269717	4.506785284	4.490656799	4.474833684	6.056830851
7.110696123	4.494908792	4.475175389	4.489871562	6.088750047
7.094234846	4.512396786	4.477564061	4.499476281	6.120121579
7.134890852	4.535820108	4.509099717	4.513712575	6.179602489
7.158513997	4.527424837	4.515026636	4.483002552	6.180120168
7.158513997	4.544889255	4.478131953	4.506564582	6.221087065
7.138867	4.585783472	4.516666787	4.530338875	6.250245476
7.152660322	4.573576314	4.479833695	4.53044664	6.28234151
7.146772179	4.577696209	4.479039909	4.538175317	6.285979472
7.18349128	4.597944141	4.47585845	4.574401652	6.288378871
7.185387016	4.605070181	4.435448911	4.578415449	6.327543849
7.146772179	4.626540212	4.443004135	4.59491781	6.343388222
7.102499356	4.714293613	4.569750241	4.675349021	6.276681083
7.124880758	4.747537427	4.647654798	4.700571271	6.237464881
7.06261999	4.735408663	4.616505696	4.687763484	6.097669706
7.07335446	4.734618253	4.6157144	4.692539832	6.092756799
7.034652212	4.750308952	4.652912182	4.698113932	6.222338144
7.053499293	4.775925106	4.677955856	4.707004492	6.214468089
7.06261999	4.838264068	4.720906684	4.762430312	6.249704935
7.018938808	4.823743309	4.6929063	4.74675655	6.22643785
7.047517221	4.828553709	4.715995741	4.765927565	6.192239783
7.042111331	4.837313121	4.730833204	4.780299272	6.126978348
7.027314514	4.733563401	4.573369873	4.647367235	6.06879589
7.035180567	4.729156166	4.597238816	4.676839473	6.078719644
7.064160558	4.71124045	4.596633855	4.668708207	6.108758574
7.080363144	4.740924107	4.610953431	4.690246358	6.123610606
7.087072327	4.74675655	4.607966273	4.68905167	6.12918092
7.03562065	4.778619164	4.598145571	4.720995751	6.126781844
7.016430296	4.729774349	4.532814524	4.674323045	6.120253462
6.986751285	4.652816839	4.509649984	4.638024523	6.070113977
6.96517477	4.698022803	4.551874889	4.664382046	6.073159735
6.98425325	4.770345584	4.566429358	4.708719062	6.10953643
6.998144279	4.77288559	4.577182149	4.703022586	6.105038738
7.009499263	4.779627568	4.600459106	4.717605615	6.129202704
6.992096427	4.753159064	4.56100929	4.71160013	6.138871108
6.978120542	4.670676988	4.464642951	4.639958011	6.12402672
6.973449382	4.682594083	4.444884056	4.631422557	6.11699527
6.974478911	4.695467824	4.410735561	4.622813621	6.104078691
6.983048263	4.722597603	4.446994751	4.664758977	6.11467726
7.008053	4.751346296	4.459566212	4.691714787	6.139410302
7.00460972	4.745366816	4.468777561	4.696472344	6.131965347
6.980075941	4.756688834	4.476995847	4.696837375	6.117722679
6.931667099	4.692081558	4.377516479	4.64063385	6.087637991
6.90981316	4.657003335	4.368054477	4.614526281	6.003541328
6.879767242	4.670395971	4.412313327	4.610555658	6.026324806
6.91968385	4.738126413	4.465218226	4.668895877	6.030661222
6.908255154	4.71483144	4.468433662	4.664382046	5.952697731
6.939253946	4.698660529	4.5361416	4.678699419	5.991139494
6.943508449	4.72046123	4.546163005	4.688959712	5.895339035
6.965269185	4.74170955	4.59491781	4.710070596	5.731657011
6.98887433	4.680092113	4.58169683	4.695376454	5.80733135
6.932642994	4.672361436	4.570475216	4.672735372	5.758775583
6.948129173	4.691898189	4.614823443	4.686750173	5.795632128
6.935953933	4.679070994	4.599152114	4.675255794	5.822305977
6.899420642	4.650430317	4.538496053	4.631714741	5.773246346
6.937216989	4.687763484	4.602366259	4.661739537	5.805104848
6.952824242	4.670114875	4.593401202	4.657193214	5.772344142
6.966778619	4.717516246	4.620649757	4.702750514	5.770100661
6.954352564	4.700116663	4.591983624	4.697749367	5.79800115
6.960442601	4.686934488	4.586496921	4.69501089	5.885937351
6.976067919	4.705467907	4.599856091	4.69738467	5.920612806
6.979424566	4.723042107	4.582924577	4.703022586	5.911555164
6.993474154	4.770769367	4.591882292	4.74074948	5.90405309
7.019028281	4.792313433	4.637346918	4.758749274	5.894127314
7.032712518	4.829992328	4.694919478	4.797194518	5.923212473
7.030149887	4.839530593	4.669833699	4.803857097	5.922302018
7.057295346	4.848508445	4.676560182	4.815836216	5.91571677
7.053931389	4.826712456	4.673109169	4.79388791	5.917441187
7.04455632	4.830231896	4.667487492	4.809008586	5.901594543
7.071063897	4.81688872	4.635020208	4.793142414	5.911528084
7.077413662	4.812509506	4.637540566	4.789240213	5.903671046
7.074878592	4.791234729	4.633174382	4.775756487	5.89280376
7.070214207	4.770599875	4.640344261	4.745714431	5.879051443
7.074878592	4.777273043	4.652626127	4.75625904	5.882904474
7.042723139	4.71545854	4.58995502	4.721796998	5.879135362
7.007600614	4.72357525	4.564660643	4.684628107	5.829298497
6.965269185	4.683056725	4.516448256	4.646983689	5.778271327
6.955878554	4.679070994	4.506785284	4.644583188	5.754887418
6.902541712	4.584967479	4.420886706	4.58629313	5.729937432
6.901032733	4.578928875	4.432006567	4.562053895	5.626289292
6.873370852	4.575329344	4.431173878	4.569024739	5.654767285
6.902742737	4.492673155	4.373616367	4.49535532	5.624017506
6.922643891	4.546799273	4.443121734	4.528181144	5.621885271
6.941190055	4.5906655	4.435211888	4.575535381	5.677643817
6.926577033	4.628886713	4.467630772	4.595220855	5.658052623
6.925791641	4.67170671	4.516994495	4.637346918	5.671362583
6.885918584	4.665512415	4.501253073	4.625070848	5.637927532
6.902541712	4.697931666	4.515245478	4.62771415	5.611630635
6.902742737	4.729244501	4.531954124	4.68018489	5.55786999
6.897704943	4.746669748	4.564348191	4.709169776	5.507159133
6.922643891	4.755312844	4.561949484	4.716264233	5.525014596
6.907755279	4.740050668	4.569232079	4.704291277	5.528952784
6.898714534	4.736812295	4.568609931	4.718320284	5.533112771
6.910651082	4.764820004	4.594513606	4.747277203	5.618188275
6.851925394	4.713396591	4.528613063	4.682408966	5.653471154
6.745824412	4.711779921	4.523743187	4.712678394	5.648622063
6.724192953	4.721173862	4.498364182	4.688959712	5.715875722
6.7494627	4.747537427	4.519939042	4.708448535	5.703415741
6.739336627	4.717694977	4.49980967	4.702387637	5.671431444
6.762845107	4.691256135	4.452485098	4.666265285	5.659203431
6.747351757	4.671613143	4.441474093	4.665324109	5.636609375
6.688603749	4.689603242	4.455277096	4.653674595	5.614040099
6.704781934	4.683981366	4.461530736	4.673389425	5.617461768
6.691339048	4.707185111	4.466827236	4.687855553	5.629202596
6.683486094	4.707094806	4.483341478	4.693638834	5.624883557
6.65993474	4.674789528	4.447814375	4.648038086	5.635039572
6.670005575	4.694828058	4.457945466	4.65396035	5.6463299
6.688728243	4.6929063	4.479606963	4.669271111	5.657808342
6.716231511	4.699661849	4.507116246	4.677211739	5.681673189
6.747586527	4.72401932	4.533888984	4.669739957	5.708073256
6.715383386	4.703747749	4.539030383	4.677862871	5.726000483
6.7310181	4.721262905	4.560277417	4.675535449	5.702781974
6.723111027	4.735935256	4.555454594	4.693455751	5.708869514
6.779012403	4.764990477	4.580467573	4.707546253	5.707708093
6.760414691	4.780131388	4.561322786	4.72366408	5.728962773
6.748876774	4.767118953	4.563827222	4.728449202	5.713501756
6.771706435	4.734354644	4.53378159	4.694828058	5.671603576
6.733520932	4.701843073	4.507667605	4.654246024	5.657668726
6.749696974	4.69043003	4.521897267	4.665229942	5.655642099
6.741464539	4.694645192	4.537854479	4.66032103	5.592552918
6.76480827	4.666171208	4.536891345	4.649378441	5.613638925
6.731256735	4.676746384	4.577182149	4.665700686	5.603446353
6.735067171	4.644198573	4.530015512	4.644102396	5.545528945
6.737322767	4.61254294	4.51338379	4.615813346	5.541145891
6.733639959	4.594412529	4.477791257	4.586395031	5.450480358
6.738507882	4.629277261	4.528613063	4.615120517	5.496676301
6.71356355	4.652816839	4.556400022	4.608464753	5.509671697
6.749345542	4.619171706	4.562262685	4.619073091	5.557136894
6.744059186	4.64400621	4.561322786	4.616505696	5.49429525
6.749696974	4.617098757	4.541591204	4.603769205	5.500972455
6.754487543	4.610157727	4.521027418	4.595725727	5.461625984
6.764000375	4.64506375	4.565493369	4.612939923	5.445788646
6.773766639	4.659658371	4.583231278	4.629082006	5.431667493
6.742290839	4.608664075	4.54127146	4.603468739	5.408023427
6.768493212	4.629862799	4.568091178	4.609261804	5.402091625
6.751802977	4.676001367	4.635602393	4.6226171	5.400783698
6.730301854	4.691256135	4.662022998	4.641019839	5.384357439
6.719978872	4.696198484	4.682131227	4.657003335	5.407261454
6.685361447	4.682408966	4.651576559	4.6558633	5.411512114
6.68448672	4.697840521	4.672174415	4.658900508	5.401776075
6.680227129	4.687579322	4.663722073	4.634049146	5.412672311
6.72287044	4.71930212	4.678141798	4.672361436	5.463026396
6.725153683	4.715548093	4.667863255	4.682408966	5.475416979
6.727431725	4.750395438	4.681946025	4.70745598	5.484008241
6.723712241	4.763284429	4.706100905	4.705920089	5.490795504
6.705516688	4.730127425	4.684997486	4.693089484	5.464213088
6.707839854	4.700480366	4.651099118	4.677304784	5.487573159
6.708450317	4.694187882	4.63336884	4.663722073	5.462262778
6.71003578	4.695467824	4.642754946	4.662872896	5.441854782
6.725513719	4.705648805	4.626638093	4.684073784	5.454808163
6.758210642	4.69501089	4.613832559	4.672548421	5.455492041
6.77730485	4.664099254	4.578826211	4.66079409	5.448632127
6.841935938	4.660888675	4.549234554	4.671519567	5.415655859
6.80106054	4.646983689	4.549234554	4.634728988	5.42807289
6.829469361	4.684720465	4.541164856	4.668238877	5.433547316
6.829469361	4.714024591	4.548917244	4.684628107	5.428819175
6.834216376	4.710610698	4.530231099	4.689970788	5.432629704
6.829793738	4.715279409	4.582003908	4.684812814	5.428687518
6.794138552	4.684166192	4.569543008	4.663816381	5.445572901
6.784343934	4.720995751	4.596230344	4.680092113	5.430090965
6.800058704	4.722864329	4.608365077	4.690797272	5.428863056
6.790322182	4.669177316	4.543720224	4.653007515	5.407978621
6.756932389	4.669271111	4.530123312	4.641309233	5.383760848
6.748173209	4.688223741	4.546905278	4.633951987	5.377867645
6.756932389	4.694553747	4.571199666	4.63792775	5.350909817
6.764346696	4.685551298	4.580365067	4.636378113	5.250439286
6.773652294	4.6940049	4.604970166	4.637830968	5.208666145
6.800281421	4.688407785	4.608265391	4.658805735	5.259680483
6.844815479	4.691806493	4.630155439	4.671987359	5.240529343
6.862444056	4.691072615	4.630642982	4.656053396	5.225854195
6.898815437	4.6929063	4.630057901	4.64602418	5.260615499
6.858144778	4.682779165	4.594412529	4.643332647	5.272230032
6.848111426	4.674602961	4.604870141	4.643140117	5.242064425
6.827845896	4.670489652	4.622322245	4.651767471	5.24417792
6.810252698	4.669271111	4.616703422	4.638604962	5.213412859
6.796823718	4.677769878	4.641309233	4.646312129	5.18978516
6.818377468	4.690705474	4.647558952	4.661739537	5.188055972
6.815420668	4.696654876	4.613634264	4.666171208	5.128773822
6.794138552	4.697202271	4.603168183	4.650047945	5.143474781
6.798052014	4.685920336	4.605470141	4.653579325	5.102606573
6.802839109	4.712408937	4.625168872	4.660983251	5.124321059
6.796823718	4.70401955	4.654055584	4.671425982	5.13391431
6.7494627	4.694279361	4.632298853	4.665606555	5.122534387
6.739573286	4.690338198	4.631519961	4.659658371	5.10503597
6.7597192	4.725439018	4.671332388	4.694919478	5.111505744
6.759023225	4.74074948	4.67562865	4.708538719	5.142189734
6.760182915	4.71939133	4.661172376	4.698113932	5.17315089
6.753671264	4.692081558	4.644967656	4.679720917	5.146680192
6.732806477	4.662117466	4.612939923	4.665324109	5.10842724
6.714534541	4.670489652	4.635990328	4.658047226	5.122415162
6.71417053	4.669552445	4.656148431	4.659468959	5.12152052
6.693199745	4.635990328	4.583537886	4.647750634	5.120027671
6.67620146	4.638604962	4.580979947	4.65233999	5.115835797
6.619806504	4.614427207	4.577798989	4.61045619	5.104064919
6.562444094	4.6121458	4.539137215	4.60386934	5.10291057
6.50847103	4.618185123	4.583537886	4.609361391	5.084443221
6.559190218	4.602265973	4.536034447	4.60366906	5.073797869
6.5832709	4.567364471	4.523743187	4.573782713	5.010368592
6.555214634	4.571923592	4.526451601	4.555979942	5.016617366
6.578556526	4.555874894	4.559649671	4.548176464	4.96793654
6.585481762	4.508438997	4.497139442	4.527208645	4.938996067
6.58271742	4.487624622	4.452834525	4.482437421	4.952582363
6.566109684	4.445470807	4.416428061	4.450035689	4.998157773
6.580916491	4.45423101	4.397776945	4.435567402	5.059552434
6.623932417	4.434381865	4.388629786	4.425923896	5.061265035
6.600822427	4.42160786	4.365770212	4.380901001	5.002804715
6.585205671	4.340423085	4.329548428	4.307707102	5.030241824
6.579251212	4.370207058	4.337552145	4.324794689	5.018867979
6.551080335	4.272211769	4.188745238	4.242620879	4.999978714
6.525762527	4.219066431	4.187986685	4.189654742	4.97714745
6.496020558	4.122445992	4.057161771	4.096508885	4.953218023
6.499787041	4.074651929	4.041471073	4.03158224	4.98251013
6.536691598	4.073631521	3.999850716	4.039536326	4.978456396
6.558197803	4.003507696	3.96499489	3.994524227	5.006091654
6.558197803	3.863462815	3.878466222	3.857355604	4.957093861
6.53306183	3.85672169	3.881357591	3.806217947	4.929858984
6.476972363	3.852060664	3.81242364	3.808882247	4.926818808
6.427782119	3.865350597	3.866816413	3.825157072	4.918885435
6.567656474	4.04041622	3.944683788	4.019261756	4.939282497
6.555783543	4.098004523	3.963856154	4.045854353	4.944353031
6.541462806	4.109233175	3.911022505	4.049695811	4.932024894
6.548219103	4.12552018	3.908817874	4.071075935	4.950389767
6.518999784	4.086648356	3.904192426	4.066116541	4.942784627
6.480811139	3.99654796	3.803992261	3.991019012	4.939783553
6.470489858	3.987315989	3.828641396	3.925728652	4.927615938
6.495416602	4.034948352	3.888344878	4.017823424	4.935983584
6.488444764	3.993418644	3.894469846	4.014399072	4.93634269
6.478509642	4.04217369	3.944102899	4.000400116	4.897093253
6.499937405	4.123903364	4.020159664	4.108411819	4.927615938
6.487379558	4.148517041	4.024994484	4.134686442	4.939998214
6.469095266	4.165734558	4.079230924	4.159039321	4.950389767
6.478202375	4.161379964	4.084462562	4.149936936	5.000450269
6.485703367	4.179604406	4.089834407	4.160600358	5.004818409
6.461155628	4.160288346	4.075501474	4.147253218	5.009234313
6.481117606	4.152141661	4.098502572	4.118223836	5.062215214
6.523855949	4.098668534	4.079400115	4.095843438	5.061455143
6.504437863	4.143769446	4.093677673	4.134526352	5.047288612
6.486313216	4.10313911	4.087991088	4.110709916	5.032331552
6.488140535	4.103634609	4.084462562	4.103964806	5.027951172
6.480811139	4.078045789	4.041822443	4.10313911	4.991792206
6.459747948	4.054910493	3.965374181	4.068684815	4.96186513
6.449680221	4.032291838	3.929469919	4.019082078	4.960253865
6.446195897	3.993418644	3.870784257	3.990094541	4.944922751
6.401087665	3.956996371	3.852485293	3.968403339	4.925803359
6.359746864	3.861992072	3.781230715	3.908014984	4.881057979
6.309190741	3.863672744	3.748326913	3.899545484	4.87817
6.253828812	3.783734985	3.700066644	3.823628855	4.838739203
6.238715174	3.875151531	3.813086258	3.848444024	4.844344554
6.244166901	3.88711537	3.829076085	3.878466222	4.78256295
6.283574303	3.854393893	3.801091445	3.820346217	4.836519974
6.239300711	3.856933039	3.80019719	3.815512105	4.833261477
6.318968114	3.857144344	3.818810624	3.779177092	4.826231571
6.377746836	3.835789699	3.818591061	3.809547214	4.803036954
6.367329185	3.950281718	3.905401129	3.919594271	4.837788708
6.358708442	3.892024359	3.856510295	3.842458542	4.832624433
6.332391134	3.844814256	3.782142085	3.789855371	4.826391892
6.336825731	3.877017396	3.841600541	3.784189634	4.799996564
6.345636361	3.832113622	3.791436042	3.802654468	4.742232836
6.305362462	3.740285242	3.705982362	3.717466911	4.77718885
6.29156914	3.754433085	3.673511977	3.677818507	4.766353224
6.318968114	3.773909703	3.703028877	3.675794215	4.739001534
6.358708442	3.73289634	3.688879454	3.690627925	4.749530236
6.372124536	3.600867577	3.573749147	3.545009084	4.736549264
6.344056166	3.617114888	3.54731589	3.486457226	4.738038859
6.401087665	3.620065138	3.627535824	3.488902962	4.750568389
6.327936784	3.595392611	3.614425268	3.46260601	4.715637639
6.3309679	3.470723444	3.502549876	3.377928755	4.657383057
6.282266747	3.335057579	3.38269391	3.215269329	4.672174415
6.391749595	3.412466974	3.467921014	3.232384175	4.713755496
6.399925164	3.501645853	3.516310189	3.391483689	4.674882798
6.50293996	3.492560388	3.429460847	3.400196881	4.675535449
6.510555915	3.461037382	3.378269877	3.305053521	4.64400621
6.483260245	3.472587378	3.387436466	3.400863993	4.680370419
6.473890696	3.580737295	3.454738149	3.452524009	4.712768197
6.476356789	3.616308761	3.581015808	3.47537678	4.854293326
6.52312168	3.667144962	3.650917948	3.593194204	4.831109825
6.551080335	3.697839195	3.67554089	3.633895146	4.893951654
6.543911846	3.650398467	3.6412636	3.565864003	4.852108386
6.596463341	3.602504238	3.604954219	3.593194204	4.871679693
6.575772948	3.708436953	3.682358237	3.598407551	4.934545873
6.555641346	3.720378121	3.698829785	3.673511977	5.009367825
6.579251212	3.783734985	3.755603086	3.70549072	5.05452458
6.568218351	3.821222641	3.828206519	3.788724789	4.990840667
6.557346377	3.797509619	3.797285328	3.733135545	4.960954734
6.558765018	3.859044081	3.833412605	3.792338162	4.937706114
6.527372951	3.88793521	3.864302269	3.819469024	4.838660029
6.536691598	3.892636292	3.89914038	3.814630659	4.818425005
6.551080335	3.878466222	3.88547367	3.834493803	4.835646785
6.558197803	3.90459549	3.893655348	3.865769621	4.788990619
6.514712691	3.848017675	3.871201011	3.795713883	4.804430797
6.496020558	3.853546076	3.843744165	3.811318301	4.812997033
6.484635236	3.871825816	3.892228378	3.806217947	4.841585279
6.457554277	3.799078246	3.814851094	3.744550651	4.851717715
6.469250317	3.84310156	3.827118498	3.754667195	4.842532175
6.492239835	3.788498519	3.770689829	3.737907685	4.851561404
6.475278622	3.724005256	3.726656818	3.643882088	4.824707242
6.521651524	3.732657076	3.733613785	3.710396298	4.857095539
6.584653261	3.817932082	3.794814805	3.76491414	4.857561812
6.611099732	3.909018496	3.881151342	3.854393893	4.862212622
