roilf	roilf1
-2.449102001	-1.407448615
4.385270906	-2.449102001
-1.399974591	4.385270906
-1.075279178	-1.399974591
-3.144756271	-1.075279178
1.109441536	-3.144756271
0	1.109441536
5.962110944	0
-5.761710075	5.962110944
-1.716347029	-5.761710075
-2.031701619	-1.716347029
0.440700648	-2.031701619
-3.634848396	0.440700648
0.695004134	-3.634848396
2.395166479	0.695004134
0	2.395166479
-2.262063838	0
-1.069814964	-2.262063838
0.348946804	-1.069814964
3.008936418	0.348946804
0.751201564	3.008936418
-2.932915119	0.751201564
1.267511028	-2.932915119
-1.42708553	1.267511028
0.953649611	-1.42708553
-1.006897749	0.953649611
-3.550989704	-1.006897749
-1.613386874	-3.550989704
3.823873931	-1.613386874
4.460430624	3.823873931
-0.907564897	4.460430624
0	-0.907564897
3.229393907	0
-1.448012091	3.229393907
3.148478171	-1.448012091
-0.92166551	3.148478171
-1.157828187	-0.92166551
-0.152014217	-1.157828187
3.805956182	-0.152014217
-0.489357473	3.805956182
1.170459595	-0.489357473
0.941013097	1.170459595
-1.890965436	0.941013097
-0.687625499	-1.890965436
1.90388958	-0.687625499
0.842667801	1.90388958
-0.649431026	0.842667801
0.960622181	-0.649431026
2.501900618	0.960622181
-0.350263055	2.501900618
2.4264622	-0.350263055
0.045651678	2.4264622
0.750259288	0.045651678
-3.035413542	0.750259288
3.622587768	-3.035413542
-1.041204517	3.622587768
2.004797407	-1.041204517
-0.71620718	2.004797407
0.626961301	-0.71620718
1.550418654	0.626961301
2.34589385	1.550418654
-1.144350175	2.34589385
1.508649303	-1.144350175
1.106158907	1.508649303
2.980318528	1.106158907
-1.739894761	2.980318528
-3.855231978	-1.739894761
-1.840946139	-3.855231978
-3.924725631	-1.840946139
-0.854804789	-3.924725631
0.185442798	-0.854804789
-2.106326408	0.185442798
-0.379147374	-2.106326408
4.366694665	-0.379147374
0.136270746	4.366694665
-0.159000601	0.136270746
0	-0.159000601
-1.557878013	0
-1.254663299	-1.557878013
4.21211269	-1.254663299
-4.118632898	4.21211269
2.445899502	-4.118632898
1.178350367	2.445899502
-1.841588933	1.178350367
0.686030589	-1.841588933
3.822975882	0.686030589
1.653289779	3.822975882
1.605170901	1.653289779
2.619322088	1.605170901
0.227249349	2.619322088
0.862959947	0.227249349
1.542864547	0.862959947
0.522404242	1.542864547
-0.784633338	0.522404242
0.262229096	-0.784633338
0.962316969	0.262229096
-0.419874655	0.962316969
2.336739986	-0.419874655
1.803947668	2.336739986
1.241777347	1.803947668
1.207789734	1.241777347
0.617112758	1.207789734
-2.129143076	0.617112758
2.129143076	-2.129143076
2.066494201	2.129143076
0.309964693	2.066494201
-2.320546117	0.309964693
-0.710548988	-2.320546117
3.012888459	-0.710548988
-0.82274895	3.012888459
1.276923589	-0.82274895
-1.148494987	1.276923589
1.148494987	-1.148494987
-5.036835285	1.148494987
-2.979520075	-5.036835285
1.63618765	-2.979520075
-3.199801892	1.63618765
-1.022565301	-3.199801892
2.507594077	-1.022565301
-4.132985407	2.507594077
1.605236135	-4.132985407
-1.053707824	1.605236135
-3.566623113	-1.053707824
3.096994889	-3.566623113
-2.991498519	3.096994889
-0.211104153	-2.991498519
-0.955522718	-0.211104153
-1.634796572	-0.955522718
1.570769251	-1.634796572
-1.332493388	1.570769251
4.691331384	-1.332493388
0.412031897	4.691331384
0.614882036	0.412031897
1.016475513	0.614882036
0	1.016475513
0	0
0.645163528	0
-1.274160225	0.645163528
-7.69773246	-1.274160225
-5.04952882	-7.69773246
-1.655242361	-5.04952882
1.029008144	-1.655242361
-3.600578421	1.029008144
1.151091847	-3.600578421
1.396968379	1.151091847
-4.373594675	1.396968379
0.734217689	-4.373594675
1.95587546	0.734217689
5.512382514	1.95587546
-0.022632115	5.512382514
4.643770433	-0.022632115
-1.392537733	4.643770433
0.262582208	-1.392537733
-3.378098986	0.262582208
-0.135715922	-3.378098986
0	-0.135715922
-6.692555374	0
1.083173426	-6.692555374
4.379578246	1.083173426
-0.436330925	4.379578246
0	-0.436330925
-3.108816445	0
4.161939731	-3.108816445
-1.191308476	4.161939731
4.880113877	-1.191308476
-0.285745881	4.880113877
-0.220361482	-0.285745881
0.769150039	-0.220361482
1.499213306	0.769150039
3.538129881	1.499213306
0.705250797	3.538129881
0	0.705250797
0	0
-1.730471619	0
-1.355091665	-1.730471619
3.395129108	-1.355091665
0.575304648	3.395129108
1.686175044	0.575304648
-1.747656755	1.686175044
0.122925645	-1.747656755
-3.457957526	0.122925645
2.138894708	-3.457957526
-2.266148171	2.138894708
-0.916753036	-2.266148171
-0.515354372	-0.916753036
0.064564728	-0.515354372
-2.615667865	0.064564728
0.264667115	-2.615667865
0.132071338	0.264667115
3.54401826	0.132071338
0.127307465	3.54401826
0.591967902	0.127307465
-0.380148293	0.591967902
2.23882141	-0.380148293
-1.648102392	2.23882141
1.689475997	-1.648102392
0	1.689475997
5.62962705	0
0.039093042	5.62962705
0.429017819	0.039093042
0.194401305	0.429017819
0.503681809	0.194401305
-0.135357267	0.503681809
2.616400559	-0.135357267
0.975434483	2.616400559
0.391244095	0.975434483
0.20432811	0.391244095
1.290578385	0.20432811
0.3291883	1.290578385
-2.27135607	0.3291883
1.648643435	-2.27135607
0.95082084	1.648643435
0.181818232	0.95082084
2.529055966	0.181818232
-0.106326432	2.529055966
0.565772372	-0.106326432
-0.176460254	0.565772372
-1.047501811	-0.176460254
-4.042793808	-1.047501811
1.896053119	-4.042793808
0	1.896053119
-1.451031061	0
0.332471677	-1.451031061
-0.443541662	0.332471677
2.578074952	-0.443541662
3.319733265	2.578074952
-0.455023536	3.319733265
-1.716096957	-0.455023536
-0.339619595	-1.716096957
-3.165051386	-0.339619595
-1.470751634	-3.165051386
0.728770861	-1.470751634
-3.505142381	0.728770861
-3.213442638	-3.505142381
1.795805536	-3.213442638
-1.259611222	1.795805536
-0.237953711	-1.259611222
3.740938844	-0.237953711
