"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9"
"1" 1 0.99967216356973 0.99967216356973 0.99967216356973 1 1 0.99967216356973 1 1
"2" 0.996974201309806 0.996640663865641 0.996640663865641 0.997300545522797 0.997031027579568 0.997031027579568 0.997300545522797 0.997031027579568 0.997031027579568
"3" 0.995427721124162 0.995054626116122 0.995054626116122 0.995777848905629 0.995439604985022 0.995439604985022 0.995777848905629 0.995439604985022 0.995439604985022
"4" 0.993500393669134 0.993053605490733 0.993053605490733 0.993910593463774 0.993479564547638 0.993479564547638 0.993910593463774 0.993479564547638 0.993479564547638
"5" 0.991740365051914 0.991248419951352 0.991248419951352 0.992249727411752 0.991760810948364 0.991760810948364 0.992249727411752 0.991760810948364 0.991760810948364
"6" 0.990584993135201 0.990143619293573 0.990143619293573 0.99096024116241 0.990491745613515 0.990491745613515 0.99096024116241 0.990491745613515 0.990491745613515
"7" 0.989353530128967 0.988908426335606 0.988908426335606 0.989796818073155 0.98933893882527 0.98933893882527 0.989796818073155 0.98933893882527 0.98933893882527
"8" 0.98818234722978 0.987775690328506 0.987775690328506 0.988574845136203 0.988157528134249 0.988157528134249 0.988574845136203 0.988157528134249 0.988157528134249
"9" 0.987100004037731 0.986718839190954 0.986718839190954 0.987490658046929 0.987101618592986 0.987101618592986 0.987490658046929 0.987101618592986 0.987101618592986
"10" 0.986006804917112 0.985651679047563 0.985651679047563 0.986364723080801 0.985995620110871 0.985995620110871 0.986364723080801 0.985995620110871 0.985995620110871
"11" 0.984904001075691 0.984616666927636 0.984616666927636 0.98528931043397 0.985002222765864 0.985002222765864 0.98528931043397 0.985002222765864 0.985002222765864
"12" 0.983942941805945 0.98363325080321 0.98363325080321 0.984285390667901 0.983979369733272 0.983979369733272 0.984285390667901 0.983979369733272 0.983979369733272
"13" 0.982926338820515 0.982651882615984 0.982651882615984 0.983270183078604 0.982984297685055 0.982984297685055 0.983270183078604 0.982984297685055 0.982984297685055
"14" 0.98181390642905 0.981550561817868 0.981550561817868 0.982216666933683 0.98195400516074 0.98195400516074 0.982216666933683 0.98195400516074 0.98195400516074
"15" 0.981786360969099 0.981497632997763 0.981497632997763 0.982120327215327 0.981825914495176 0.981825914495176 0.982120327215327 0.981825914495176 0.981825914495176
"16" 0.980318510705695 0.979973282240991 0.979973282240991 0.980654144199873 0.980301686475423 0.980301686475423 0.980654144199873 0.980301686475423 0.980301686475423
"17" 0.979189969644994 0.97887634880779 0.97887634880779 0.979560459455123 0.979250970162883 0.979250970162883 0.979560459455123 0.979250970162883 0.979250970162883
"18" 0.978127538761158 0.977855272041842 0.977855272041842 0.978477043493034 0.978198633000425 0.978198633000425 0.978477043493034 0.978198633000425 0.978198633000425
"19" 0.976539077289345 0.976241483111628 0.976241483111628 0.976926395657732 0.976626412218425 0.976626412218425 0.976926395657732 0.976626412218425 0.976626412218425
"20" 0.975479701739562 0.975174671338928 0.975174671338928 0.975838159521253 0.975547606240133 0.975547606240133 0.975838159521253 0.975547606240133 0.975547606240133
"21" 0.974454752950456 0.974145560839331 0.974145560839331 0.974795157392472 0.974517078684015 0.974517078684015 0.974795157392472 0.974517078684015 0.974517078684015
"22" 0.973396631046185 0.973018746160216 0.973018746160216 0.973751601381739 0.973373222692684 0.973373222692684 0.973751601381739 0.973373222692684 0.973373222692684
"23" 0.97232901495157 0.971864927532325 0.971864927532325 0.97263906232773 0.972183567500531 0.972183567500531 0.97263906232773 0.972183567500531 0.972183567500531
"24" 0.971137622334881 0.970727522732519 0.970727522732519 0.971512567660885 0.971092118832173 0.971092118832173 0.971512567660885 0.971092118832173 0.971092118832173
"25" 0.969968624005776 0.969618144083431 0.969618144083431 0.970374335612045 0.969997823444306 0.969997823444306 0.970374335612045 0.969997823444306 0.969997823444306
"26" 0.968878735811154 0.968518157878966 0.968518157878966 0.969252284014435 0.968875935203452 0.968875935203452 0.969252284014435 0.968875935203452 0.968875935203452
"27" 0.967749530851732 0.96747493812772 0.96747493812772 0.968090176441353 0.967784200716051 0.967784200716051 0.968090176441353 0.967784200716051 0.967784200716051
"28" 0.966736393654653 0.966452143200253 0.966452143200253 0.967052127156902 0.966791048948096 0.966791048948096 0.967052127156902 0.966791048948096 0.966791048948096
"29" 0.965803493214015 0.965435672390808 0.965435672390808 0.966109454370694 0.965766377707921 0.965766377707921 0.966109454370694 0.965766377707921 0.965766377707921
"30" 0.964793618666138 0.964423587283658 0.964423587283658 0.965053100119228 0.964688581140824 0.964688581140824 0.965053100119228 0.964688581140824 0.964688581140824
"31" 0.963742575409479 0.963367840901783 0.963367840901783 0.964049027042629 0.963658857733305 0.963658857733305 0.964049027042629 0.963658857733305 0.963658857733305
