"","KLSE.Open","KLSE.Close","KLSE.Adjusted"
"3170",1760.560059,1759.089966,1759.089966
"3171",1758.02002,1764,1764
"3172",1763.650024,1764.030029,1764.030029
"3173",1760.689941,1761.130005,1761.130005
"3174",1761.119995,1757.209961,1757.209961
"3175",1760.319946,1754,1754
"3176",1756,1755.319946,1755.319946
"3177",1759.119995,1754.369995,1754.369995
"3178",1753.439941,1748.98999,1748.98999
"3179",NA,NA,NA
"3180",1749.849976,1743.98999,1743.98999
"3181",1745.030029,1740.650024,1740.650024
"3182",1742.290039,1741.469971,1741.469971
"3183",1742.439941,1736.140015,1736.140015
"3184",1737.030029,1739.050049,1739.050049
"3185",1740.209961,1736.800049,1736.800049
"3186",1741.339966,1746.130005,1746.130005
"3187",1747.910034,1748.349976,1748.349976
"3188",1747.400024,1747.920044,1747.920044
"3189",1747.790039,1743.930054,1743.930054
"3190",1743.939941,1741.050049,1741.050049
"3191",1744.680054,1740.930054,1740.930054
"3192",1743.25,1742.290039,1742.290039
"3193",1742.689941,1750.939941,1750.939941
"3194",1746.880005,1744.199951,1744.199951
"3195",1743.72998,1746.810059,1746.810059
"3196",1746.530029,1742.280029,1742.280029
"3197",1743.140015,1737.48999,1737.48999
"3198",1743.27002,1733.609985,1733.609985
"3199",1733.900024,1722.98999,1722.98999
"3200",1723.040039,1718.109985,1718.109985
"3201",1720.810059,1721.660034,1721.660034
"3202",1723.77002,1718.359985,1718.359985
"3203",1718.829956,1720.680054,1720.680054
"3204",1724.589966,1723.540039,1723.540039
"3205",1723.420044,1721.27002,1721.27002
"3206",1720.050049,1717.22998,1717.22998
"3207",1718.369995,1719.859985,1719.859985
"3208",1716.119995,1714.420044,1714.420044
"3209",1716.280029,1720.380005,1720.380005
"3210",1719.619995,1717.859985,1717.859985
"3211",1719.619995,1717.859985,1717.859985
"3212",1717.97998,1713.130005,1713.130005
"3213",1708.47998,1724.839966,1724.839966
"3214",1720.72998,1718.329956,1718.329956
"3215",1721.709961,1719.050049,1719.050049
"3216",1721.280029,1721.25,1721.25
"3217",1720.930054,1719.469971,1719.469971
"3218",1718.76001,1729.569946,1729.569946
"3219",1728.839966,1737.660034,1737.660034
"3220",1738.079956,1759,1759
"3221",1757.060059,1753.069946,1753.069946
"3222",1754.050049,1751.640015,1751.640015
"3223",1743.72998,1736.949951,1736.949951
"3224",1735.920044,1746.630005,1746.630005
"3225",1750.589966,1751.209961,1751.209961
"3226",1752.849976,1760.23999,1760.23999
"3227",NA,NA,NA
"3228",1758.51001,1759.98999,1759.98999
"3229",1760.709961,1771.76001,1771.76001
"3230",1771.949951,1779.099976,1779.099976
"3231",1780.650024,1796.810059,1796.810059
"3232",1783.099976,1782.699951,1782.699951
"3233",1785.790039,1792.790039,1792.790039
"3234",1795.560059,1803.449951,1803.449951
"3235",1804.790039,1817.969971,1817.969971
"3236",1819.73999,1832.150024,1832.150024
"3237",1837.26001,1826.949951,1826.949951
"3238",1828.900024,1822.920044,1822.920044
"3239",1822.02002,1816.880005,1816.880005
"3240",1825.01001,1822.670044,1822.670044
"3241",1825.23999,1825.910034,1825.910034
"3242",1827.680054,1826.030029,1826.030029
"3243",1824.550049,1828.630005,1828.630005
"3244",1831.23999,1821.599976,1821.599976
"3245",1823.390015,1828.829956,1828.829956
"3246",1835.209961,1833.150024,1833.150024
"3247",1836.099976,1838.040039,1838.040039
"3248",1838.119995,1837.040039,1837.040039
"3249",1836.550049,1845.859985,1845.859985
"3250",1843.949951,1853.920044,1853.920044
"3251",1855.089966,1870.52002,1870.52002
"3252",1865.349976,1868.579956,1868.579956
"3253",1875.339966,1870.47998,1870.47998
"3254",1847.849976,1853.069946,1853.069946
"3255",1814.430054,1812.449951,1812.449951
"3256",1827.109985,1836.680054,1836.680054
"3257",1837.699951,1839.439941,1839.439941
"3258",1806.810059,1819.819946,1819.819946
"3259",1825.430054,1830.170044,1830.170044
"3260",1833.810059,1833.02002,1833.02002
"3261",1835.650024,1834.930054,1834.930054
"3262",1840.72998,1838.280029,1838.280029
"3263",NA,NA,NA
"3264",1843.02002,1857.319946,1857.319946
"3265",1855.380005,1855.98999,1855.98999
"3266",1853.51001,1858.170044,1858.170044
"3267",1854.25,1855.069946,1855.069946
"3268",1853.660034,1861.5,1861.5
"3269",1864.209961,1860.079956,1860.079956
"3270",1867.150024,1871.459961,1871.459961
"3271",1871.400024,1856.199951,1856.199951
"3272",1852.560059,1860.859985,1860.859985
"3273",1857.810059,1856.069946,1856.069946
"3274",1853.75,1842.619995,1842.619995
"3275",1848.180054,1848.369995,1848.369995
"3276",1847.02002,1837.900024,1837.900024
"3277",1838.300049,1839.619995,1839.619995
"3278",1842.099976,1843.920044,1843.920044
"3279",1851.660034,1861.219971,1861.219971
"3280",1855.079956,1864.030029,1864.030029
"3281",1862.48999,1857.060059,1857.060059
"3282",1854.119995,1845.27002,1845.27002
"3283",1843.47998,1846.390015,1846.390015
